dni;nombres;apellido_paterno;apellido_materno;organizacion_key;organizacion_nombre;circunscripcion_electoral;categoria_id
39100417;Alicia Rosa;Martínez;Meza;30;PARTIDO POLÍTICO UN SOLO LATIDO;AREQUIPA;D
27414729;Ricardo Manuel;Ramírez;Lozano;30;PARTIDO POLÍTICO UN SOLO LATIDO;AREQUIPA;D
70005973;Claudia Vanessa;Ochoa;Ibáñez;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;AREQUIPA;D
72854043;María Elena;Gutiérrez;Soto;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;AREQUIPA;D
84029563;Luz Marina;Lara;León;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;AREQUIPA;D
21382673;Iris Margarita;Fernández;Villa;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;AREQUIPA;D
65180292;Mariana Isabel;Sandoval;Navarro;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;AREQUIPA;D
18408670;Irma Rosa;Romero;Ochoa;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;AREQUIPA;D
53688071;Alicia Rosa;López;Fernández;18;PARTIDO POLÍTICO LOS CAMPEONES;AREQUIPA;D
61219184;Gustavo Adolfo;Medina;Durán;18;PARTIDO POLÍTICO LOS CAMPEONES;AREQUIPA;D
58941893;Irma Rosa;Rojas;Trujillo;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;AREQUIPA;D
53835052;Miguel Ángel;Gutiérrez;Paredes;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;AREQUIPA;D
87328318;Guillermo José;Miranda;Cuevas;19;PARTIDO POLÍTICO ORDENANDO LA CASA;AREQUIPA;D
67356287;Claudia Vanessa;Ramírez;Carrasco;19;PARTIDO POLÍTICO ORDENANDO LA CASA;AREQUIPA;D
34385925;Rodolfo César;Rivera;Villalobos;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;AREQUIPA;D
74253661;Óscar Eduardo;Vásquez;León;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;AREQUIPA;D
84357673;Roxana Milagros;Montes;Barrera;22;PARTIDO POLÍTICO BUEN VIAJE;AREQUIPA;D
63513295;Hugo Alberto;Ruiz;Guzmán;22;PARTIDO POLÍTICO BUEN VIAJE;AREQUIPA;D
36394695;Silvia Rocío;Valdez;Mejía;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;AREQUIPA;D
62931276;Diana Carolina;Rojas;Paredes;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;AREQUIPA;D
99814933;Arturo Eduardo;Ramos;Fernández;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;AREQUIPA;D
12903749;Ignacio José;Vega;Villalobos;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;AREQUIPA;D
75314228;Carlos Alberto;Gallegos;Soto;33;PARTIDO POLÍTICO EL HILO INVISIBLE;AREQUIPA;D
14053339;Ignacio José;Álvarez;Mercado;33;PARTIDO POLÍTICO EL HILO INVISIBLE;AREQUIPA;D
85484569;Alicia Rosa;Córdova;Muñoz;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;AREQUIPA;D
67524519;Fernando José;Mendez;Cuevas;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;AREQUIPA;D
65638180;Miguel Ángel;Medina;Calderón;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;AREQUIPA;D
43835126;Hugo Alberto;Domínguez;Ochoa;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;AREQUIPA;D
89344613;Ana Patricia;Carrillo;Vidal;01;PARTIDO POLÍTICO AMANECER DE NUEVO;AYACUCHO;C
82806129;Dora Inés;Cervantes;Valdés;01;PARTIDO POLÍTICO AMANECER DE NUEVO;AYACUCHO;C
63473459;Jaime Eduardo;Cruz;Fernández;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;AYACUCHO;C
98725876;Fernando José;Cruz;Cuevas;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;AYACUCHO;C
64744282;Verónica Luz;Aguilar;Castro;02;PARTIDO POLÍTICO PAZ Y AMOR;AYACUCHO;C
84216507;José Luis;Ramos;Velázquez;02;PARTIDO POLÍTICO PAZ Y AMOR;AYACUCHO;C
62094207;Salvador Antonio;Rivera;Parra;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;AYACUCHO;C
84978320;Luis Fernando;Huerta;Delgado;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;AYACUCHO;C
91219955;Rosa Elena;Sánchez;Montero;08;PARTIDO POLÍTICO HOJAS AL VIENTO;AYACUCHO;C
84824622;Lorenzo Manuel;Márquez;Lozano;08;PARTIDO POLÍTICO HOJAS AL VIENTO;AYACUCHO;C
71645681;Guillermo José;Fuentes;Olivares;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;AYACUCHO;C
96326947;Mariana Isabel;Fuentes;Chávez;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;AYACUCHO;C
98081649;Gerardo Luis;Guzmán;Lozano;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;AYACUCHO;C
77323400;Patricia Elena;Cervantes;Serrano;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;AYACUCHO;C
42014658;Amparo Luz;Ibarra;Galván;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;AYACUCHO;C
56727453;Salvador Antonio;Herrera;Montes;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;AYACUCHO;C
15184263;Pedro Pablo;Campos;Cisneros;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;AYACUCHO;C
45472709;Susana Elena;Luna;Rangel;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;AYACUCHO;C
87746841;Victoria Elena;Zamora;Bustamante;05;PARTIDO POLÍTICO EN LA DISTANCIA;AYACUCHO;C
35042481;Teresa Guadalupe;García;Carrasco;05;PARTIDO POLÍTICO EN LA DISTANCIA;AYACUCHO;C
22941888;Rosa María;Martínez;Gallardo;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;AYACUCHO;C
61641689;Omar Alejandro;Díaz;Trujillo;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;AYACUCHO;C
71534656;Yolanda Mercedes;Cervantes;Calderón;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;AYACUCHO;C
21885958;Ernesto José;Delgado;Molina;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;AYACUCHO;C
65452213;Martha Lucía;Peña;León;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;AYACUCHO;C
32964617;Josefa María;Acosta;Olivares;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;AYACUCHO;C
79999480;Carlos Alberto;Ayala;Nava;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;AYACUCHO;D
76110241;Felipe Augusto;Ríos;Zavala;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;AYACUCHO;D
90411835;Josefa María;Rodríguez;Villa;06;PARTIDO POLÍTICO AL OTRO LADO;AYACUCHO;D
33539412;Julia Esperanza;Ramos;Benítez;06;PARTIDO POLÍTICO AL OTRO LADO;AYACUCHO;D
92522168;Esteban José;Paredes;Trujillo;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;AYACUCHO;D
33205742;Guillermo José;Cortez;Vargas;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;AYACUCHO;D
11710775;Benjamín Luis;Álvarez;Andrade;01;PARTIDO POLÍTICO AMANECER DE NUEVO;AYACUCHO;D
94348844;Liliana Patricia;Ramírez;Durán;01;PARTIDO POLÍTICO AMANECER DE NUEVO;AYACUCHO;D
25782732;Cecilia Beatriz;Martínez;Olivares;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;AYACUCHO;D
15923943;Alicia Rosa;Rodríguez;Mora;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;AYACUCHO;D
65242641;Norma Angélica;Vargas;Ochoa;23;PARTIDO POLÍTICO VISTA ALEGRE;AYACUCHO;D
32197597;Óscar Eduardo;Cortez;Mora;23;PARTIDO POLÍTICO VISTA ALEGRE;AYACUCHO;D
38055615;Ricardo Manuel;Díaz;Parra;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;AYACUCHO;D
78121080;Enrique Miguel;Cruz;Portillo;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;AYACUCHO;D
39253965;Mauricio Andrés;Ramírez;Ibáñez;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;AYACUCHO;D
10830222;Josefa María;Ibarra;Salas;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;AYACUCHO;D
69834683;María Elena;Miranda;Andrade;12;PARTIDO POLÍTICO EL MEJOR AMIGO;AYACUCHO;D
44438732;Benjamín Luis;Paredes;Caballero;12;PARTIDO POLÍTICO EL MEJOR AMIGO;AYACUCHO;D
17135786;Omar Alejandro;Velasco;Bautista;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;AYACUCHO;D
41533267;Ismael Roberto;Zamora;Olivares;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;AYACUCHO;D
78275931;Lorenzo Manuel;Figueroa;Suárez;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;AYACUCHO;D
19644750;Ignacio José;Castillo;Villa;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;AYACUCHO;D
34585743;Gabriela Sofía;Martínez;Vega;22;PARTIDO POLÍTICO BUEN VIAJE;AYACUCHO;D
57319940;Patricia Elena;Castillo;Rangel;22;PARTIDO POLÍTICO BUEN VIAJE;AYACUCHO;D
81843062;Carlos Alberto;Ortiz;Miranda;30;PARTIDO POLÍTICO UN SOLO LATIDO;AYACUCHO;D
78134561;Sergio Antonio;Huerta;Montero;30;PARTIDO POLÍTICO UN SOLO LATIDO;AYACUCHO;D
53818246;Daniel Enrique;Gutiérrez;Cisneros;10;PARTIDO POLÍTICO ESTAMOS EN ARMONÍA;CAJAMARCA;C
71395533;Josefa María;Estrada;Vidal;10;PARTIDO POLÍTICO ESTAMOS EN ARMONÍA;CAJAMARCA;C
46027540;Gloria Mercedes;Rodríguez;Santana;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;CAJAMARCA;C
72097995;Josefa María;Fuentes;Segura;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;CAJAMARCA;C
26939640;Eduardo José;Huerta;Guzmán;05;PARTIDO POLÍTICO EN LA DISTANCIA;CAJAMARCA;C
71120387;José Luis;Espinoza;Miranda;05;PARTIDO POLÍTICO EN LA DISTANCIA;CAJAMARCA;C
48617898;Ismael Roberto;Pérez;Valencia;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;CAJAMARCA;C
62484168;Gerardo Luis;Castillo;Segura;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;CAJAMARCA;C
97031969;Yolanda Mercedes;Córdova;Andrade;01;PARTIDO POLÍTICO AMANECER DE NUEVO;CAJAMARCA;C
94760087;Andrés Felipe;Cruz;Vargas;01;PARTIDO POLÍTICO AMANECER DE NUEVO;CAJAMARCA;C
79861408;Tomás Alberto;García;Parra;02;PARTIDO POLÍTICO PAZ Y AMOR;CAJAMARCA;C
15702859;Ernesto José;Solís;Briones;02;PARTIDO POLÍTICO PAZ Y AMOR;CAJAMARCA;C
54518003;Hugo Alberto;Rojas;Sierra;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;CAJAMARCA;C
16386099;Gustavo Adolfo;Soto;Salinas;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;CAJAMARCA;C
79384582;Josefa María;Guerrero;Mora;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;CAJAMARCA;C
79953468;Marco Antonio;Miranda;Rosales;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;CAJAMARCA;C
23865718;Gabriela Sofía;Mendez;Alvarado;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;CAJAMARCA;C
55749110;Pedro Pablo;Gallegos;Villalobos;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;CAJAMARCA;C
72362359;Sara Luz;Domínguez;Carrasco;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;CAJAMARCA;C
34324688;Luz Marina;Ochoa;Portillo;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;CAJAMARCA;C
55036946;Sergio Antonio;Rojas;Villalobos;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;CAJAMARCA;C
94962525;Silvia Rocío;Carrillo;Zavala;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;CAJAMARCA;C
33198374;Liliana Patricia;Romero;Alvarado;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;CAJAMARCA;C
43279730;Alfonso Manuel;Soto;Molina;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;CAJAMARCA;C
54144920;Silvia Rocío;Velasco;Benítez;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;CAJAMARCA;C
22855777;Sergio Antonio;Acosta;Galván;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;CAJAMARCA;C
22498353;Luis Fernando;Reyes;Moreno;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;CAJAMARCA;C
91288668;Gloria Mercedes;Mendez;Ibáñez;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;CAJAMARCA;C
69371656;Mercedes Beatriz;Carrillo;Cortés;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;CAJAMARCA;C
47991521;Salvador Antonio;Salazar;León;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;CAJAMARCA;C
97345958;Víctor Hugo;Chávez;Montes;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;CAJAMARCA;C
86379831;Elisa Carmen;Ramos;Briones;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;CAJAMARCA;C
62336255;Juan Carlos;Medina;Olivares;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;CAJAMARCA;C
96868588;Víctor Hugo;Domínguez;Miranda;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;CAJAMARCA;C
60046839;Armando Luis;Cabrera;Mora;08;PARTIDO POLÍTICO HOJAS AL VIENTO;CAJAMARCA;C
40509271;Andrés Felipe;Ochoa;Parra;08;PARTIDO POLÍTICO HOJAS AL VIENTO;CAJAMARCA;C
87547146;Bertha Rosa;Vega;Salinas;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;CAJAMARCA;D
35089055;Amparo Luz;Solís;Moreno;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;CAJAMARCA;D
49816614;Juan Carlos;Chávez;Córdova;06;PARTIDO POLÍTICO AL OTRO LADO;CAJAMARCA;D
45763127;Pablo César;Huerta;Parra;06;PARTIDO POLÍTICO AL OTRO LADO;CAJAMARCA;D
36773792;Victoria Elena;Mendez;Suárez;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;CAJAMARCA;D
12383693;Irma Rosa;López;Cortés;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;CAJAMARCA;D
67274173;Laura Angélica;Mendez;Figueroa;32;PARTIDO POLÍTICO BRILLO DEL ALMA;CAJAMARCA;D
58797860;Gustavo Adolfo;Cruz;Zavala;32;PARTIDO POLÍTICO BRILLO DEL ALMA;CAJAMARCA;D
32162365;Rodolfo César;Luna;Calderón;22;PARTIDO POLÍTICO BUEN VIAJE;CAJAMARCA;D
29018232;Armando Luis;Estrada;Cortés;22;PARTIDO POLÍTICO BUEN VIAJE;CAJAMARCA;D
70878040;Yolanda Mercedes;Herrera;Velázquez;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;CAJAMARCA;D
28857833;Gustavo Adolfo;Núñez;Durán;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;CAJAMARCA;D
47817590;Laura Angélica;Soto;Padilla;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;CAJAMARCA;D
39913567;Silvia Rocío;Gómez;Rangel;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;CAJAMARCA;D
79656483;Elena Isabel;Guerrero;Barrera;02;PARTIDO POLÍTICO PAZ Y AMOR;CAJAMARCA;D
36097906;Jaime Eduardo;Rodríguez;Guzmán;02;PARTIDO POLÍTICO PAZ Y AMOR;CAJAMARCA;D
75036461;Diana Carolina;Lara;Chávez;18;PARTIDO POLÍTICO LOS CAMPEONES;CAJAMARCA;D
90076339;Miguel Ángel;Vega;Lozano;18;PARTIDO POLÍTICO LOS CAMPEONES;CAJAMARCA;D
42123555;Amparo Luz;Vega;Velázquez;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;CAJAMARCA;D
45440416;Eduardo José;Zamora;Zavala;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;CAJAMARCA;D
39418506;Sandra Beatriz;Ramírez;Trujillo;01;PARTIDO POLÍTICO AMANECER DE NUEVO;CAJAMARCA;D
80198409;Joaquín Manuel;Huerta;Vega;01;PARTIDO POLÍTICO AMANECER DE NUEVO;CAJAMARCA;D
47918291;Gabriela Sofía;Cortez;Alvarado;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;CAJAMARCA;D
46463349;Rodolfo César;Morales;Serrano;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;CAJAMARCA;D
70933601;Iris Margarita;Gutiérrez;Rosales;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;CAJAMARCA;D
57146156;Hugo Alberto;Silva;Suárez;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;CAJAMARCA;D
64167258;Susana Elena;Guerrero;Montero;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;CAJAMARCA;D
33251106;Eduardo José;León;Calderón;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;CAJAMARCA;D
11252544;Andrés Felipe;Ibarra;Benítez;19;PARTIDO POLÍTICO ORDENANDO LA CASA;CAJAMARCA;D
66896079;Daniel Enrique;Gutiérrez;Nava;19;PARTIDO POLÍTICO ORDENANDO LA CASA;CAJAMARCA;D
46122065;Armando Luis;Ochoa;Castro;08;PARTIDO POLÍTICO HOJAS AL VIENTO;CAJAMARCA;D
64124861;Armando Luis;Pacheco;Orozco;08;PARTIDO POLÍTICO HOJAS AL VIENTO;CAJAMARCA;D
13453723;Diana Carolina;Figueroa;Bravo;05;PARTIDO POLÍTICO EN LA DISTANCIA;CAJAMARCA;D
11415793;Lorenzo Manuel;Solís;Sierra;05;PARTIDO POLÍTICO EN LA DISTANCIA;CAJAMARCA;D
34092401;Julio César;Fernández;Benítez;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;CAJAMARCA;D
77279418;Víctor Hugo;Huerta;Castro;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;CAJAMARCA;D
75825415;Luis Fernando;Herrera;Salas;33;PARTIDO POLÍTICO EL HILO INVISIBLE;CAJAMARCA;D
50782977;Verónica Luz;Cortez;Serrano;33;PARTIDO POLÍTICO EL HILO INVISIBLE;CAJAMARCA;D
20834756;Gladys Pilar;Castro;Alvarado;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;CAJAMARCA;D
41164950;Ana Patricia;Rivera;Escobar;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;CAJAMARCA;D
40140676;Ernesto José;Rivera;Trujillo;15;PARTIDO POLÍTICO NIÑOS PRIMERO;CAJAMARCA;D
82945692;Gonzalo Alberto;Vargas;Cisneros;15;PARTIDO POLÍTICO NIÑOS PRIMERO;CAJAMARCA;D
87195221;Eduardo José;Cárdenas;Padilla;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;CALLAO;C
87205335;Ismael Roberto;Medina;Padilla;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;CALLAO;C
64947082;Elisa Carmen;Márquez;Molina;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;CALLAO;C
64073142;Roberto Carlos;Medina;Bustamante;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;CALLAO;C
61242371;Lidia Mercedes;Montes;Arias;32;PARTIDO POLÍTICO BRILLO DEL ALMA;CALLAO;C
22198510;Mercedes Beatriz;Torres;Barrera;32;PARTIDO POLÍTICO BRILLO DEL ALMA;CALLAO;C
20983148;Pedro Pablo;Jiménez;Mercado;02;PARTIDO POLÍTICO PAZ Y AMOR;CALLAO;C
42493380;Amparo Luz;Medina;Nava;02;PARTIDO POLÍTICO PAZ Y AMOR;CALLAO;C
68278098;Gladys Pilar;Vega;Vidal;08;PARTIDO POLÍTICO HOJAS AL VIENTO;CALLAO;C
16269143;Miguel Ángel;Medina;Mercado;08;PARTIDO POLÍTICO HOJAS AL VIENTO;CALLAO;C
89458953;Arturo Eduardo;García;Téllez;30;PARTIDO POLÍTICO UN SOLO LATIDO;CALLAO;C
17113333;Ignacio José;Álvarez;Rosales;30;PARTIDO POLÍTICO UN SOLO LATIDO;CALLAO;C
59881808;Mauricio Andrés;Mendoza;Bautista;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;CALLAO;C
13656842;Andrés Felipe;Figueroa;Delgado;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;CALLAO;C
17860293;Felipe Augusto;Herrera;Guzmán;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;CALLAO;C
95309517;Dora Inés;Fuentes;Gallardo;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;CALLAO;C
65667086;Óscar Eduardo;González;Delgado;19;PARTIDO POLÍTICO ORDENANDO LA CASA;CALLAO;C
71757283;Carmen Rosa;Ríos;Villegas;19;PARTIDO POLÍTICO ORDENANDO LA CASA;CALLAO;C
76691152;Luz Marina;Campos;Valdés;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;CALLAO;C
28469539;Irma Rosa;Cervantes;Robles;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;CALLAO;C
54532279;Juan Carlos;Romero;Valencia;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;CALLAO;C
66364840;Dora Inés;Valdez;Téllez;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;CALLAO;C
60743733;Silvia Rocío;Ríos;Guerrero;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;CALLAO;C
15303432;Lorenzo Manuel;Salazar;Suárez;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;CALLAO;C
71677579;Angela María;Fuentes;León;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;CALLAO;C
19970235;Roberto Carlos;Peña;Barrera;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;CALLAO;C
26855686;Enrique Miguel;Reyes;Figueroa;33;PARTIDO POLÍTICO EL HILO INVISIBLE;CALLAO;C
28747625;Alberto Raúl;Soto;Merino;33;PARTIDO POLÍTICO EL HILO INVISIBLE;CALLAO;C
43994114;Jorge Luis;Lara;Salas;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;CALLAO;C
13689805;Carlos Alberto;Zamora;Mejía;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;CALLAO;C
91479527;Diana Carolina;León;Villalobos;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;CALLAO;D
15362457;Julio César;Hernández;Castro;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;CALLAO;D
14345015;Diana Carolina;Paredes;Santana;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;CALLAO;D
84197598;Victoria Elena;Cortez;Soto;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;CALLAO;D
82744922;Alberto Raúl;Salazar;Cisneros;37;PARTIDO POLÍTICO EL TEJIDO DE LA VIDA;CALLAO;D
71535716;Gustavo Adolfo;Jiménez;Molina;37;PARTIDO POLÍTICO EL TEJIDO DE LA VIDA;CALLAO;D
88595786;Alberto Raúl;Sandoval;Palacios;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;CALLAO;D
83195090;Laura Angélica;Estrada;Bustamante;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;CALLAO;D
40389519;Irma Rosa;Ruiz;Cuevas;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;CALLAO;D
68544872;Luz Marina;Mendez;Montes;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;CALLAO;D
72919931;Magdalena Rosa;Flores;Padilla;05;PARTIDO POLÍTICO EN LA DISTANCIA;CALLAO;D
84251378;María Elena;Romero;Sierra;05;PARTIDO POLÍTICO EN LA DISTANCIA;CALLAO;D
46252427;Mercedes Beatriz;Aguilar;Bravo;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;CALLAO;D
92961554;Alfonso Manuel;Molina;Caballero;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;CALLAO;D
10643144;Liliana Patricia;Vásquez;Figueroa;15;PARTIDO POLÍTICO NIÑOS PRIMERO;CALLAO;D
83028418;Mónica Alejandra;Mendez;Mejía;15;PARTIDO POLÍTICO NIÑOS PRIMERO;CALLAO;D
83280498;Gabriela Sofía;Chávez;Salinas;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;CALLAO;D
31664936;Ignacio José;Luna;Figueroa;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;CALLAO;D
47500991;Iris Margarita;Jiménez;Cisneros;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;CALLAO;D
78535384;Francisco Javier;Pacheco;Barrera;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;CALLAO;D
96267016;Óscar Eduardo;Guzmán;Paredes;01;PARTIDO POLÍTICO AMANECER DE NUEVO;CALLAO;D
63607339;Juan Carlos;Rojas;Trujillo;01;PARTIDO POLÍTICO AMANECER DE NUEVO;CALLAO;D
77887266;Fernando José;Espinoza;Montes;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;CALLAO;D
35657547;Verónica Luz;Maldonado;Guerrero;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;CALLAO;D
11131159;José Luis;Cárdenas;Palacios;23;PARTIDO POLÍTICO VISTA ALEGRE;CALLAO;D
65674655;Marco Antonio;Ponce;Villalobos;23;PARTIDO POLÍTICO VISTA ALEGRE;CALLAO;D
69310712;Cristina María;Ochoa;Salinas;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;CALLAO;D
23068732;Héctor Manuel;Valdez;Villegas;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;CALLAO;D
44768606;Josefa María;Zamora;Durán;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;CALLAO;D
33191313;Rosa Elena;Cabrera;Durán;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;CALLAO;D
63636510;Víctor Hugo;Cabrera;Bravo;08;PARTIDO POLÍTICO HOJAS AL VIENTO;CALLAO;D
48107345;Rosa María;Zamora;Briones;08;PARTIDO POLÍTICO HOJAS AL VIENTO;CALLAO;D
86782790;Mariana Isabel;Luna;Bustamante;19;PARTIDO POLÍTICO ORDENANDO LA CASA;CALLAO;D
22641269;Alfonso Manuel;Cortez;Robles;19;PARTIDO POLÍTICO ORDENANDO LA CASA;CALLAO;D
40555308;Olga Marina;Acosta;Mercado;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;CALLAO;D
25249822;Diana Carolina;Peña;Mejía;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;CALLAO;D
